id,date,ward,prev,beds,cots,pts,adm,disch,tin,tout,deaths
7435,,Med/Surg,10,20,5,15,10,8,5,6,1
7436,,Mat/Surg,8,15,3,12,6,9,3,4,0
7437,,Lying-In,12,25,6,18,14,13,4,7,2
7438,,NICU,5,8,2,6,3,4,1,2,0
7439,,CDU,7,10,4,8,5,6,2,3,1
7440,,ICU,4,6,3,5,3,3,1,2,0
7441,,Recovery,9,18,5,14,8,7,3,5,1
7442,,Emergency,10,22,7,16,12,10,4,6,2
7443,,Site Clinic,6,10,3,8,5,4,2,3,0
7444,,Sub-Total,81,141,41,94,63,60,24,36,7
7445,,Nursery,3,5,1,3,2,2,1,1,0
7446,,Total,84,146,42,97,65,62,25,37,7
7447,,Med/Surg,10,20,5,15,10,8,5,6,1
7448,,Mat/Surg,8,15,3,12,6,9,3,4,0
7449,,Lying-In,12,25,6,18,14,13,4,7,2
7450,,NICU,5,8,2,6,3,4,1,2,0
7451,,CDU,7,10,4,8,5,6,2,3,1
7452,,ICU,4,6,3,5,3,3,1,2,0
7453,,Recovery,9,18,5,14,8,7,3,5,1
7454,,Emergency,10,22,7,16,12,10,4,6,2
7455,,Site Clinic,6,10,3,8,5,4,2,3,0
7456,,Sub-Total,81,141,41,94,63,60,24,36,7
7457,,Nursery,3,5,1,3,2,2,1,1,0
7458,,Total,84,146,42,97,65,62,25,37,7
7459,,Med/Surg,10,20,5,15,10,8,5,6,1
7460,,Mat/Surg,8,15,3,12,6,9,3,4,0
7461,,Lying-In,12,25,6,18,14,13,4,7,2
7462,,NICU,5,8,2,6,3,4,1,2,0
7463,,CDU,7,10,4,8,5,6,2,3,1
7464,,ICU,4,6,3,5,3,3,1,2,0
7465,,Recovery,9,18,5,14,8,7,3,5,1
7466,,Emergency,10,22,7,16,12,10,4,6,2
7467,,Site Clinic,6,10,3,8,5,4,2,3,0
7468,,Sub-Total,81,141,41,94,63,60,24,36,7
7469,,Nursery,3,5,1,3,2,2,1,1,0
7470,,Total,84,146,42,97,65,62,25,37,7
7471,,Med/Surg,10,20,5,15,10,8,5,6,1
7472,,Mat/Surg,8,15,3,12,6,9,3,4,0
7473,,Lying-In,12,25,6,18,14,13,4,7,2
7474,,NICU,5,8,2,6,3,4,1,2,0
7475,,CDU,7,10,4,8,5,6,2,3,1
7476,,ICU,4,6,3,5,3,3,1,2,0
7477,,Recovery,9,18,5,14,8,7,3,5,1
7478,,Emergency,10,22,7,16,12,10,4,6,2
7479,,Site Clinic,6,10,3,8,5,4,2,3,0
7480,,Sub-Total,81,141,41,94,63,60,24,36,7
7481,,Nursery,3,5,1,3,2,2,1,1,0
7482,,Total,84,146,42,97,65,62,25,37,7
7483,,Med/Surg,10,20,5,15,10,8,5,6,1
7484,,Mat/Surg,8,15,3,12,6,9,3,4,0
7485,,Lying-In,12,25,6,18,14,13,4,7,2
7486,,NICU,5,8,2,6,3,4,1,2,0
7487,,CDU,7,10,4,8,5,6,2,3,1
7488,,ICU,4,6,3,5,3,3,1,2,0
7489,,Recovery,9,18,5,14,8,7,3,5,1
7490,,Emergency,10,22,7,16,12,10,4,6,2
7491,,Site Clinic,6,10,3,8,5,4,2,3,0
7492,,Sub-Total,81,141,41,94,63,60,24,36,7
7493,,Nursery,3,5,1,3,2,2,1,1,0
7494,,Total,84,146,42,97,65,62,25,37,7
7495,,Med/Surg,10,20,5,15,10,8,5,6,1
7496,,Mat/Surg,8,15,3,12,6,9,3,4,0
7497,,Lying-In,12,25,6,18,14,13,4,7,2
7498,,NICU,5,8,2,6,3,4,1,2,0
7499,,CDU,7,10,4,8,5,6,2,3,1
7500,,ICU,4,6,3,5,3,3,1,2,0
7501,,Recovery,9,18,5,14,8,7,3,5,1
7502,,Emergency,10,22,7,16,12,10,4,6,2
7503,,Site Clinic,6,10,3,8,5,4,2,3,0
7504,,Sub-Total,81,141,41,94,63,60,24,36,7
7505,,Nursery,3,5,1,3,2,2,1,1,0
7506,,Total,84,146,42,97,65,62,25,37,7
7507,,Med/Surg,10,20,5,15,10,8,5,6,1
7508,,Mat/Surg,8,15,3,12,6,9,3,4,0
7509,,Lying-In,12,25,6,18,14,13,4,7,2
7510,,NICU,5,8,2,6,3,4,1,2,0
7511,,CDU,7,10,4,8,5,6,2,3,1
7512,,ICU,4,6,3,5,3,3,1,2,0
7513,,Recovery,9,18,5,14,8,7,3,5,1
7514,,Emergency,10,22,7,16,12,10,4,6,2
7515,,Site Clinic,6,10,3,8,5,4,2,3,0
7516,,Sub-Total,81,141,41,94,63,60,24,36,7
7517,,Nursery,3,5,1,3,2,2,1,1,0
7518,,Total,84,146,42,97,65,62,25,37,7
7519,,Med/Surg,10,20,5,15,10,8,5,6,1
7520,,Mat/Surg,8,15,3,12,6,9,3,4,0
7521,,Lying-In,12,25,6,18,14,13,4,7,2
7522,,NICU,5,8,2,6,3,4,1,2,0
7523,,CDU,7,10,4,8,5,6,2,3,1
7524,,ICU,4,6,3,5,3,3,1,2,0
7525,,Recovery,9,18,5,14,8,7,3,5,1
7526,,Emergency,10,22,7,16,12,10,4,6,2
7527,,Site Clinic,6,10,3,8,5,4,2,3,0
7528,,Sub-Total,81,141,41,94,63,60,24,36,7
7529,,Nursery,3,5,1,3,2,2,1,1,0
7530,,Total,84,146,42,97,65,62,25,37,7
7531,,Med/Surg,10,20,5,15,10,8,5,6,1
7532,,Mat/Surg,8,15,3,12,6,9,3,4,0
7533,,Lying-In,12,25,6,18,14,13,4,7,2
7534,,NICU,5,8,2,6,3,4,1,2,0
7535,,CDU,7,10,4,8,5,6,2,3,1
7536,,ICU,4,6,3,5,3,3,1,2,0
7537,,Recovery,9,18,5,14,8,7,3,5,1
7538,,Emergency,10,22,7,16,12,10,4,6,2
7539,,Site Clinic,6,10,3,8,5,4,2,3,0
7540,,Sub-Total,81,141,41,94,63,60,24,36,7
7541,,Nursery,3,5,1,3,2,2,1,1,0
7542,,Total,84,146,42,97,65,62,25,37,7
7543,,Med/Surg,10,20,5,15,10,8,5,6,1
7544,,Mat/Surg,8,15,3,12,6,9,3,4,0
7545,,Lying-In,12,25,6,18,14,13,4,7,2
7546,,NICU,5,8,2,6,3,4,1,2,0
7547,,CDU,7,10,4,8,5,6,2,3,1
7548,,ICU,4,6,3,5,3,3,1,2,0
7549,,Recovery,9,18,5,14,8,7,3,5,1
7550,,Emergency,10,22,7,16,12,10,4,6,2
7551,,Site Clinic,6,10,3,8,5,4,2,3,0
7552,,Sub-Total,81,141,41,94,63,60,24,36,7
7553,,Nursery,3,5,1,3,2,2,1,1,0
7554,,Total,84,146,42,97,65,62,25,37,7
7555,,Med/Surg,10,20,5,15,10,8,5,6,1
7556,,Mat/Surg,8,15,3,12,6,9,3,4,0
7557,,Lying-In,12,25,6,18,14,13,4,7,2
7558,,NICU,5,8,2,6,3,4,1,2,0
7559,,CDU,7,10,4,8,5,6,2,3,1
7560,,ICU,4,6,3,5,3,3,1,2,0
7561,,Recovery,9,18,5,14,8,7,3,5,1
7562,,Emergency,10,22,7,16,12,10,4,6,2
7563,,Site Clinic,6,10,3,8,5,4,2,3,0
7564,,Sub-Total,81,141,41,94,63,60,24,36,7
7565,,Nursery,3,5,1,3,2,2,1,1,0
7566,,Total,84,146,42,97,65,62,25,37,7
7567,,Med/Surg,10,20,5,15,10,8,5,6,1
7568,,Mat/Surg,8,15,3,12,6,9,3,4,0
7569,,Lying-In,12,25,6,18,14,13,4,7,2
7570,,NICU,5,8,2,6,3,4,1,2,0
7571,,CDU,7,10,4,8,5,6,2,3,1
7572,,ICU,4,6,3,5,3,3,1,2,0
7573,,Recovery,9,18,5,14,8,7,3,5,1
7574,,Emergency,10,22,7,16,12,10,4,6,2
7575,,Site Clinic,6,10,3,8,5,4,2,3,0
7576,,Sub-Total,81,141,41,94,63,60,24,36,7
7577,,Nursery,3,5,1,3,2,2,1,1,0
7578,,Total,84,146,42,97,65,62,25,37,7
7579,,Med/Surg,10,20,5,15,10,8,5,6,1
7580,,Mat/Surg,8,15,3,12,6,9,3,4,0
7581,,Lying-In,12,25,6,18,14,13,4,7,2
7582,,NICU,5,8,2,6,3,4,1,2,0
7583,,CDU,7,10,4,8,5,6,2,3,1
7584,,ICU,4,6,3,5,3,3,1,2,0
7585,,Recovery,9,18,5,14,8,7,3,5,1
7586,,Emergency,10,22,7,16,12,10,4,6,2
7587,,Site Clinic,6,10,3,8,5,4,2,3,0
7588,,Sub-Total,81,141,41,94,63,60,24,36,7
7589,,Nursery,3,5,1,3,2,2,1,1,0
7590,,Total,84,146,42,97,65,62,25,37,7
7591,,Med/Surg,10,20,5,15,10,8,5,6,1
7592,,Mat/Surg,8,15,3,12,6,9,3,4,0
7593,,Lying-In,12,25,6,18,14,13,4,7,2
7594,,NICU,5,8,2,6,3,4,1,2,0
7595,,CDU,7,10,4,8,5,6,2,3,1
7596,,ICU,4,6,3,5,3,3,1,2,0
7597,,Recovery,9,18,5,14,8,7,3,5,1
7598,,Emergency,10,22,7,16,12,10,4,6,2
7599,,Site Clinic,6,10,3,8,5,4,2,3,0
7600,,Sub-Total,81,141,41,94,63,60,24,36,7
7601,,Nursery,3,5,1,3,2,2,1,1,0
7602,,Total,84,146,42,97,65,62,25,37,7
7603,,Med/Surg,10,20,5,15,10,8,5,6,1
7604,,Mat/Surg,8,15,3,12,6,9,3,4,0
7605,,Lying-In,12,25,6,18,14,13,4,7,2
7606,,NICU,5,8,2,6,3,4,1,2,0
7607,,CDU,7,10,4,8,5,6,2,3,1
7608,,ICU,4,6,3,5,3,3,1,2,0
7609,,Recovery,9,18,5,14,8,7,3,5,1
7610,,Emergency,10,22,7,16,12,10,4,6,2
7611,,Site Clinic,6,10,3,8,5,4,2,3,0
7612,,Sub-Total,81,141,41,94,63,60,24,36,7
7613,,Nursery,3,5,1,3,2,2,1,1,0
7614,,Total,84,146,42,97,65,62,25,37,7
7615,,Med/Surg,10,20,5,15,10,8,5,6,1
7616,,Mat/Surg,8,15,3,12,6,9,3,4,0
7617,,Lying-In,12,25,6,18,14,13,4,7,2
7618,,NICU,5,8,2,6,3,4,1,2,0
7619,,CDU,7,10,4,8,5,6,2,3,1
7620,,ICU,4,6,3,5,3,3,1,2,0
7621,,Recovery,9,18,5,14,8,7,3,5,1
7622,,Emergency,10,22,7,16,12,10,4,6,2
7623,,Site Clinic,6,10,3,8,5,4,2,3,0
7624,,Sub-Total,81,141,41,94,63,60,24,36,7
7625,,Nursery,3,5,1,3,2,2,1,1,0
7626,,Total,84,146,42,97,65,62,25,37,7
7627,,Med/Surg,10,20,5,15,10,8,5,6,1
7628,,Mat/Surg,8,15,3,12,6,9,3,4,0
7629,,Lying-In,12,25,6,18,14,13,4,7,2
7630,,NICU,5,8,2,6,3,4,1,2,0
7631,,CDU,7,10,4,8,5,6,2,3,1
7632,,ICU,4,6,3,5,3,3,1,2,0
7633,,Recovery,9,18,5,14,8,7,3,5,1
7634,,Emergency,10,22,7,16,12,10,4,6,2
7635,,Site Clinic,6,10,3,8,5,4,2,3,0
7636,,Sub-Total,81,141,41,94,63,60,24,36,7
7637,,Nursery,3,5,1,3,2,2,1,1,0
7638,,Total,84,146,42,97,65,62,25,37,7
7639,,Med/Surg,10,20,5,15,10,8,5,6,1
7640,,Mat/Surg,8,15,3,12,6,9,3,4,0
7641,,Lying-In,12,25,6,18,14,13,4,7,2
7642,,NICU,5,8,2,6,3,4,1,2,0
7643,,CDU,7,10,4,8,5,6,2,3,1
7644,,ICU,4,6,3,5,3,3,1,2,0
7645,,Recovery,9,18,5,14,8,7,3,5,1
7646,,Emergency,10,22,7,16,12,10,4,6,2
7647,,Site Clinic,6,10,3,8,5,4,2,3,0
7648,,Sub-Total,81,141,41,94,63,60,24,36,7
7649,,Nursery,3,5,1,3,2,2,1,1,0
7650,,Total,84,146,42,97,65,62,25,37,7
7651,,Med/Surg,10,20,5,15,10,8,5,6,1
7652,,Mat/Surg,8,15,3,12,6,9,3,4,0
7653,,Lying-In,12,25,6,18,14,13,4,7,2
7654,,NICU,5,8,2,6,3,4,1,2,0
7655,,CDU,7,10,4,8,5,6,2,3,1
7656,,ICU,4,6,3,5,3,3,1,2,0
7657,,Recovery,9,18,5,14,8,7,3,5,1
7658,,Emergency,10,22,7,16,12,10,4,6,2
7659,,Site Clinic,6,10,3,8,5,4,2,3,0
7660,,Sub-Total,81,141,41,94,63,60,24,36,7
7661,,Nursery,3,5,1,3,2,2,1,1,0
7662,,Total,84,146,42,97,65,62,25,37,7
7663,,Med/Surg,10,20,5,15,10,8,5,6,1
7664,,Mat/Surg,8,15,3,12,6,9,3,4,0
7665,,Lying-In,12,25,6,18,14,13,4,7,2
7666,,NICU,5,8,2,6,3,4,1,2,0
7667,,CDU,7,10,4,8,5,6,2,3,1
7668,,ICU,4,6,3,5,3,3,1,2,0
7669,,Recovery,9,18,5,14,8,7,3,5,1
7670,,Emergency,10,22,7,16,12,10,4,6,2
7671,,Site Clinic,6,10,3,8,5,4,2,3,0
7672,,Sub-Total,81,141,41,94,63,60,24,36,7
7673,,Nursery,3,5,1,3,2,2,1,1,0
7674,,Total,84,146,42,97,65,62,25,37,7
7675,,Med/Surg,10,20,5,15,10,8,5,6,1
7676,,Mat/Surg,8,15,3,12,6,9,3,4,0
7677,,Lying-In,12,25,6,18,14,13,4,7,2
7678,,NICU,5,8,2,6,3,4,1,2,0
7679,,CDU,7,10,4,8,5,6,2,3,1
7680,,ICU,4,6,3,5,3,3,1,2,0
7681,,Recovery,9,18,5,14,8,7,3,5,1
7682,,Emergency,10,22,7,16,12,10,4,6,2
7683,,Site Clinic,6,10,3,8,5,4,2,3,0
7684,,Sub-Total,81,141,41,94,63,60,24,36,7
7685,,Nursery,3,5,1,3,2,2,1,1,0
7686,,Total,84,146,42,97,65,62,25,37,7
7687,,Med/Surg,10,20,5,15,10,8,5,6,1
7688,,Mat/Surg,8,15,3,12,6,9,3,4,0
7689,,Lying-In,12,25,6,18,14,13,4,7,2
7690,,NICU,5,8,2,6,3,4,1,2,0
7691,,CDU,7,10,4,8,5,6,2,3,1
7692,,ICU,4,6,3,5,3,3,1,2,0
7693,,Recovery,9,18,5,14,8,7,3,5,1
7694,,Emergency,10,22,7,16,12,10,4,6,2
7695,,Site Clinic,6,10,3,8,5,4,2,3,0
7696,,Sub-Total,81,141,41,94,63,60,24,36,7
7697,,Nursery,3,5,1,3,2,2,1,1,0
7698,,Total,84,146,42,97,65,62,25,37,7
7699,,Med/Surg,10,20,5,15,10,8,5,6,1
7700,,Mat/Surg,8,15,3,12,6,9,3,4,0
7701,,Lying-In,12,25,6,18,14,13,4,7,2
7702,,NICU,5,8,2,6,3,4,1,2,0
7703,,CDU,7,10,4,8,5,6,2,3,1
7704,,ICU,4,6,3,5,3,3,1,2,0
7705,,Recovery,9,18,5,14,8,7,3,5,1
7706,,Emergency,10,22,7,16,12,10,4,6,2
7707,,Site Clinic,6,10,3,8,5,4,2,3,0
7708,,Sub-Total,81,141,41,94,63,60,24,36,7
7709,,Nursery,3,5,1,3,2,2,1,1,0
7710,,Total,84,146,42,97,65,62,25,37,7
7711,,Med/Surg,10,20,5,15,10,8,5,6,1
7712,,Mat/Surg,8,15,3,12,6,9,3,4,0
7713,,Lying-In,12,25,6,18,14,13,4,7,2
7714,,NICU,5,8,2,6,3,4,1,2,0
7715,,CDU,7,10,4,8,5,6,2,3,1
7716,,ICU,4,6,3,5,3,3,1,2,0
7717,,Recovery,9,18,5,14,8,7,3,5,1
7718,,Emergency,10,22,7,16,12,10,4,6,2
7719,,Site Clinic,6,10,3,8,5,4,2,3,0
7720,,Sub-Total,81,141,41,94,63,60,24,36,7
7721,,Nursery,3,5,1,3,2,2,1,1,0
7722,,Total,84,146,42,97,65,62,25,37,7
7723,,Med/Surg,10,20,5,15,10,8,5,6,1
7724,,Mat/Surg,8,15,3,12,6,9,3,4,0
7725,,Lying-In,12,25,6,18,14,13,4,7,2
7726,,NICU,5,8,2,6,3,4,1,2,0
7727,,CDU,7,10,4,8,5,6,2,3,1
7728,,ICU,4,6,3,5,3,3,1,2,0
7729,,Recovery,9,18,5,14,8,7,3,5,1
7730,,Emergency,10,22,7,16,12,10,4,6,2
7731,,Site Clinic,6,10,3,8,5,4,2,3,0
7732,,Sub-Total,81,141,41,94,63,60,24,36,7
7733,,Nursery,3,5,1,3,2,2,1,1,0
7734,,Total,84,146,42,97,65,62,25,37,7
7735,,Med/Surg,10,20,5,15,10,8,5,6,1
7736,,Mat/Surg,8,15,3,12,6,9,3,4,0
7737,,Lying-In,12,25,6,18,14,13,4,7,2
7738,,NICU,5,8,2,6,3,4,1,2,0
7739,,CDU,7,10,4,8,5,6,2,3,1
7740,,ICU,4,6,3,5,3,3,1,2,0
7741,,Recovery,9,18,5,14,8,7,3,5,1
7742,,Emergency,10,22,7,16,12,10,4,6,2
7743,,Site Clinic,6,10,3,8,5,4,2,3,0
7744,,Sub-Total,81,141,41,94,63,60,24,36,7
7745,,Nursery,3,5,1,3,2,2,1,1,0
7746,,Total,84,146,42,97,65,62,25,37,7
7747,,Med/Surg,10,20,5,15,10,8,5,6,1
7748,,Mat/Surg,8,15,3,12,6,9,3,4,0
7749,,Lying-In,12,25,6,18,14,13,4,7,2
7750,,NICU,5,8,2,6,3,4,1,2,0
7751,,CDU,7,10,4,8,5,6,2,3,1
7752,,ICU,4,6,3,5,3,3,1,2,0
7753,,Recovery,9,18,5,14,8,7,3,5,1
7754,,Emergency,10,22,7,16,12,10,4,6,2
7755,,Site Clinic,6,10,3,8,5,4,2,3,0
7756,,Sub-Total,81,141,41,94,63,60,24,36,7
7757,,Nursery,3,5,1,3,2,2,1,1,0
7758,,Total,84,146,42,97,65,62,25,37,7
7759,,Med/Surg,10,20,5,15,10,8,5,6,1
7760,,Mat/Surg,8,15,3,12,6,9,3,4,0
7761,,Lying-In,12,25,6,18,14,13,4,7,2
7762,,NICU,5,8,2,6,3,4,1,2,0
7763,,CDU,7,10,4,8,5,6,2,3,1
7764,,ICU,4,6,3,5,3,3,1,2,0
7765,,Recovery,9,18,5,14,8,7,3,5,1
7766,,Emergency,10,22,7,16,12,10,4,6,2
7767,,Site Clinic,6,10,3,8,5,4,2,3,0
7768,,Sub-Total,81,141,41,94,63,60,24,36,7
7769,,Nursery,3,5,1,3,2,2,1,1,0
7770,,Total,84,146,42,97,65,62,25,37,7
7771,,Med/Surg,10,20,5,15,10,8,5,6,1
7772,,Mat/Surg,8,15,3,12,6,9,3,4,0
7773,,Lying-In,12,25,6,18,14,13,4,7,2
7774,,NICU,5,8,2,6,3,4,1,2,0
7775,,CDU,7,10,4,8,5,6,2,3,1
7776,,ICU,4,6,3,5,3,3,1,2,0
7777,,Recovery,9,18,5,14,8,7,3,5,1
7778,,Emergency,10,22,7,16,12,10,4,6,2
7779,,Site Clinic,6,10,3,8,5,4,2,3,0
7780,,Sub-Total,81,141,41,94,63,60,24,36,7
7781,,Nursery,3,5,1,3,2,2,1,1,0
7782,,Total,84,146,42,97,65,62,25,37,7
7783,,Med/Surg,10,20,5,15,10,8,5,6,1
7784,,Mat/Surg,8,15,3,12,6,9,3,4,0
7785,,Lying-In,12,25,6,18,14,13,4,7,2
7786,,NICU,5,8,2,6,3,4,1,2,0
7787,,CDU,7,10,4,8,5,6,2,3,1
7788,,ICU,4,6,3,5,3,3,1,2,0
7789,,Recovery,9,18,5,14,8,7,3,5,1
7790,,Emergency,10,22,7,16,12,10,4,6,2
7791,,Site Clinic,6,10,3,8,5,4,2,3,0
7792,,Sub-Total,81,141,41,94,63,60,24,36,7
7793,,Nursery,3,5,1,3,2,2,1,1,0
7794,,Total,84,146,42,97,65,62,25,37,7
7795,,Med/Surg,10,20,5,15,10,8,5,6,1
7796,,Mat/Surg,8,15,3,12,6,9,3,4,0
7797,,Lying-In,12,25,6,18,14,13,4,7,2
7798,,NICU,5,8,2,6,3,4,1,2,0
7799,,CDU,7,10,4,8,5,6,2,3,1
7800,,ICU,4,6,3,5,3,3,1,2,0
7801,,Recovery,9,18,5,14,8,7,3,5,1
7802,,Emergency,10,22,7,16,12,10,4,6,2
7803,,Site Clinic,6,10,3,8,5,4,2,3,0
7804,,Sub-Total,81,141,41,94,63,60,24,36,7
7805,,Nursery,3,5,1,3,2,2,1,1,0
7806,,Total,84,146,42,97,65,62,25,37,7
7807,,Med/Surg,10,20,5,15,10,8,5,6,1
7808,,Mat/Surg,8,15,3,12,6,9,3,4,0
7809,,Lying-In,12,25,6,18,14,13,4,7,2
7810,,NICU,5,8,2,6,3,4,1,2,0
7811,,CDU,7,10,4,8,5,6,2,3,1
7812,,ICU,4,6,3,5,3,3,1,2,0
7813,,Recovery,9,18,5,14,8,7,3,5,1
7814,,Emergency,10,22,7,16,12,10,4,6,2
7815,,Site Clinic,6,10,3,8,5,4,2,3,0
7816,,Sub-Total,81,141,41,94,63,60,24,36,7
7817,,Nursery,3,5,1,3,2,2,1,1,0
7818,,Total,84,146,42,97,65,62,25,37,7
7819,,Med/Surg,10,20,5,15,10,8,5,6,1
7820,,Mat/Surg,8,15,3,12,6,9,3,4,0
7821,,Lying-In,12,25,6,18,14,13,4,7,2
7822,,NICU,5,8,2,6,3,4,1,2,0
7823,,CDU,7,10,4,8,5,6,2,3,1
7824,,ICU,4,6,3,5,3,3,1,2,0
7825,,Recovery,9,18,5,14,8,7,3,5,1
7826,,Emergency,10,22,7,16,12,10,4,6,2
7827,,Site Clinic,6,10,3,8,5,4,2,3,0
7828,,Sub-Total,81,141,41,94,63,60,24,36,7
7829,,Nursery,3,5,1,3,2,2,1,1,0
7830,,Total,84,146,42,97,65,62,25,37,7
7831,,Med/Surg,10,20,5,15,10,8,5,6,1
7832,,Mat/Surg,8,15,3,12,6,9,3,4,0
7833,,Lying-In,12,25,6,18,14,13,4,7,2
7834,,NICU,5,8,2,6,3,4,1,2,0
7835,,CDU,7,10,4,8,5,6,2,3,1
7836,,ICU,4,6,3,5,3,3,1,2,0
7837,,Recovery,9,18,5,14,8,7,3,5,1
7838,,Emergency,10,22,7,16,12,10,4,6,2
7839,,Site Clinic,6,10,3,8,5,4,2,3,0
7840,,Sub-Total,81,141,41,94,63,60,24,36,7
7841,,Nursery,3,5,1,3,2,2,1,1,0
7842,,Total,84,146,42,97,65,62,25,37,7
7843,,Med/Surg,10,20,5,15,10,8,5,6,1
7844,,Mat/Surg,8,15,3,12,6,9,3,4,0
7845,,Lying-In,12,25,6,18,14,13,4,7,2
7846,,NICU,5,8,2,6,3,4,1,2,0
7847,,CDU,7,10,4,8,5,6,2,3,1
7848,,ICU,4,6,3,5,3,3,1,2,0
7849,,Recovery,9,18,5,14,8,7,3,5,1
7850,,Emergency,10,22,7,16,12,10,4,6,2
7851,,Site Clinic,6,10,3,8,5,4,2,3,0
7852,,Sub-Total,81,141,41,94,63,60,24,36,7
7853,,Nursery,3,5,1,3,2,2,1,1,0
7854,,Total,84,146,42,97,65,62,25,37,7
7855,,Med/Surg,10,20,5,15,10,8,5,6,1
7856,,Mat/Surg,8,15,3,12,6,9,3,4,0
7857,,Lying-In,12,25,6,18,14,13,4,7,2
7858,,NICU,5,8,2,6,3,4,1,2,0
7859,,CDU,7,10,4,8,5,6,2,3,1
7860,,ICU,4,6,3,5,3,3,1,2,0
7861,,Recovery,9,18,5,14,8,7,3,5,1
7862,,Emergency,10,22,7,16,12,10,4,6,2
7863,,Site Clinic,6,10,3,8,5,4,2,3,0
7864,,Sub-Total,81,141,41,94,63,60,24,36,7
7865,,Nursery,3,5,1,3,2,2,1,1,0
7866,,Total,84,146,42,97,65,62,25,37,7
7867,,Med/Surg,10,20,5,15,10,8,5,6,1
7868,,Mat/Surg,8,15,3,12,6,9,3,4,0
7869,,Lying-In,12,25,6,18,14,13,4,7,2
7870,,NICU,5,8,2,6,3,4,1,2,0
7871,,CDU,7,10,4,8,5,6,2,3,1
7872,,ICU,4,6,3,5,3,3,1,2,0
7873,,Recovery,9,18,5,14,8,7,3,5,1
7874,,Emergency,10,22,7,16,12,10,4,6,2
7875,,Site Clinic,6,10,3,8,5,4,2,3,0
7876,,Sub-Total,81,141,41,94,63,60,24,36,7
7877,,Nursery,3,5,1,3,2,2,1,1,0
7878,,Total,84,146,42,97,65,62,25,37,7
7879,,Med/Surg,10,20,5,15,10,8,5,6,1
7880,,Mat/Surg,8,15,3,12,6,9,3,4,0
7881,,Lying-In,12,25,6,18,14,13,4,7,2
7882,,NICU,5,8,2,6,3,4,1,2,0
7883,,CDU,7,10,4,8,5,6,2,3,1
7884,,ICU,4,6,3,5,3,3,1,2,0
7885,,Recovery,9,18,5,14,8,7,3,5,1
7886,,Emergency,10,22,7,16,12,10,4,6,2
7887,,Site Clinic,6,10,3,8,5,4,2,3,0
7888,,Sub-Total,81,141,41,94,63,60,24,36,7
7889,,Nursery,3,5,1,3,2,2,1,1,0
7890,,Total,84,146,42,97,65,62,25,37,7
7891,,Med/Surg,10,20,5,15,10,8,5,6,1
7892,,Mat/Surg,8,15,3,12,6,9,3,4,0
7893,,Lying-In,12,25,6,18,14,13,4,7,2
7894,,NICU,5,8,2,6,3,4,1,2,0
7895,,CDU,7,10,4,8,5,6,2,3,1
7896,,ICU,4,6,3,5,3,3,1,2,0
7897,,Recovery,9,18,5,14,8,7,3,5,1
7898,,Emergency,10,22,7,16,12,10,4,6,2
7899,,Site Clinic,6,10,3,8,5,4,2,3,0
7900,,Sub-Total,81,141,41,94,63,60,24,36,7
7901,,Nursery,3,5,1,3,2,2,1,1,0
7902,,Total,84,146,42,97,65,62,25,37,7
7903,,Med/Surg,10,20,5,15,10,8,5,6,1
7904,,Mat/Surg,8,15,3,12,6,9,3,4,0
7905,,Lying-In,12,25,6,18,14,13,4,7,2
7906,,NICU,5,8,2,6,3,4,1,2,0
7907,,CDU,7,10,4,8,5,6,2,3,1
7908,,ICU,4,6,3,5,3,3,1,2,0
7909,,Recovery,9,18,5,14,8,7,3,5,1
7910,,Emergency,10,22,7,16,12,10,4,6,2
7911,,Site Clinic,6,10,3,8,5,4,2,3,0
7912,,Sub-Total,81,141,41,94,63,60,24,36,7
7913,,Nursery,3,5,1,3,2,2,1,1,0
7914,,Total,84,146,42,97,65,62,25,37,7
7915,,Med/Surg,10,20,5,15,10,8,5,6,1
7916,,Mat/Surg,8,15,3,12,6,9,3,4,0
7917,,Lying-In,12,25,6,18,14,13,4,7,2
7918,,NICU,5,8,2,6,3,4,1,2,0
7919,,CDU,7,10,4,8,5,6,2,3,1
7920,,ICU,4,6,3,5,3,3,1,2,0
7921,,Recovery,9,18,5,14,8,7,3,5,1
7922,,Emergency,10,22,7,16,12,10,4,6,2
7923,,Site Clinic,6,10,3,8,5,4,2,3,0
7924,,Sub-Total,81,141,41,94,63,60,24,36,7
7925,,Nursery,3,5,1,3,2,2,1,1,0
7926,,Total,84,146,42,97,65,62,25,37,7
7927,,Med/Surg,10,20,5,15,10,8,5,6,1
7928,,Mat/Surg,8,15,3,12,6,9,3,4,0
7929,,Lying-In,12,25,6,18,14,13,4,7,2
7930,,NICU,5,8,2,6,3,4,1,2,0
7931,,CDU,7,10,4,8,5,6,2,3,1
7932,,ICU,4,6,3,5,3,3,1,2,0
7933,,Recovery,9,18,5,14,8,7,3,5,1
7934,,Emergency,10,22,7,16,12,10,4,6,2
7935,,Site Clinic,6,10,3,8,5,4,2,3,0
7936,,Sub-Total,81,141,41,94,63,60,24,36,7
7937,,Nursery,3,5,1,3,2,2,1,1,0
7938,,Total,84,146,42,97,65,62,25,37,7
7939,,Med/Surg,10,20,5,15,10,8,5,6,1
7940,,Mat/Surg,8,15,3,12,6,9,3,4,0
7941,,Lying-In,12,25,6,18,14,13,4,7,2
7942,,NICU,5,8,2,6,3,4,1,2,0
7943,,CDU,7,10,4,8,5,6,2,3,1
